"rets" "tips" "level" "tree_child" "tree_based" "fu_stable" "normal" "gen_no" "degen_no" "neu_no" "recon" "row_row"
"16880" 25 66 25 TRUE TRUE TRUE TRUE 22 1 2 TRUE 61
"16881" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16882" 8 41 8 TRUE TRUE TRUE TRUE 7 0 1 TRUE 61
"16883" 3 22 3 TRUE TRUE TRUE TRUE 2 0 1 TRUE 61
"16884" 28 78 28 FALSE TRUE FALSE FALSE 22 0 6 TRUE 61
"16885" 2 14 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"16886" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16887" 2 16 2 TRUE TRUE TRUE FALSE 0 0 2 TRUE 61
"16888" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16889" 6 28 5 TRUE TRUE TRUE TRUE 5 0 1 TRUE 61
"16890" 1 4 1 TRUE TRUE TRUE FALSE 0 1 0 TRUE 61
"16891" 3 25 3 TRUE TRUE TRUE TRUE 2 0 1 TRUE 61
"16892" 66 152 66 FALSE TRUE FALSE FALSE 50 2 14 TRUE 61
"16893" 5 25 5 TRUE TRUE TRUE TRUE 4 0 1 TRUE 61
"16894" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"16895" 7 38 7 FALSE TRUE TRUE FALSE 4 2 1 TRUE 61
"16896" 6 41 6 TRUE TRUE TRUE TRUE 6 0 0 TRUE 61
"16897" 2 12 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"16898" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"16899" 1 15 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"16900" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16901" 3 11 3 TRUE TRUE TRUE TRUE 3 0 0 TRUE 61
"16902" 4 27 4 TRUE TRUE TRUE TRUE 3 0 1 TRUE 61
"16903" 12 35 12 FALSE TRUE FALSE FALSE 7 2 3 TRUE 61
"16904" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16905" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16906" 1 10 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"16907" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16908" 50 117 49 FALSE TRUE TRUE FALSE 45 1 4 TRUE 61
"16909" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16910" 1 14 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"16911" 48 105 48 FALSE TRUE TRUE FALSE 40 0 8 TRUE 61
"16912" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16913" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16914" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16915" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16916" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16917" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16918" 8 31 8 TRUE TRUE TRUE TRUE 7 1 0 TRUE 61
"16919" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16920" 3 12 2 FALSE TRUE FALSE FALSE 1 0 2 TRUE 61
"16921" 17 51 17 TRUE TRUE TRUE TRUE 15 0 2 TRUE 61
"16922" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16923" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16924" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16925" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16926" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16927" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16928" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16929" 4 15 3 TRUE TRUE TRUE TRUE 3 0 1 TRUE 61
"16930" 25 83 25 FALSE TRUE FALSE FALSE 19 1 5 TRUE 61
"16931" 3 27 3 TRUE TRUE TRUE FALSE 2 0 1 TRUE 61
"16932" 3 12 3 TRUE TRUE TRUE FALSE 1 0 2 TRUE 61
"16933" 16 50 16 FALSE TRUE TRUE FALSE 14 0 2 TRUE 61
"16934" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16935" 8 30 7 FALSE TRUE TRUE FALSE 4 1 3 TRUE 61
"16936" 4 23 4 TRUE TRUE TRUE TRUE 4 0 0 TRUE 61
"16937" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16938" 48 110 48 FALSE TRUE FALSE FALSE 40 0 8 TRUE 61
"16939" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16940" 517 667 517 FALSE TRUE FALSE FALSE 488 1 28 TRUE 61
"16941" 71 142 71 FALSE TRUE FALSE FALSE 64 0 7 TRUE 61
"16942" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"16943" 28 77 28 FALSE TRUE TRUE FALSE 22 2 4 TRUE 61
"16944" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16945" 163 263 163 FALSE TRUE FALSE FALSE 135 0 28 TRUE 61
"16946" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16947" 2 9 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"16948" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16949" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16950" 1 9 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"16951" 2 16 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"16952" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16953" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16954" 2 10 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"16955" 8 43 8 TRUE TRUE TRUE FALSE 7 1 0 TRUE 61
"16956" 93 156 93 FALSE TRUE FALSE FALSE 72 3 18 TRUE 61
"16957" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16958" 21 53 21 FALSE TRUE FALSE FALSE 15 0 6 TRUE 61
"16959" 13 45 13 FALSE TRUE TRUE FALSE 10 2 1 TRUE 61
"16960" 6 29 6 TRUE TRUE TRUE TRUE 6 0 0 TRUE 61
"16961" 50 124 50 FALSE TRUE FALSE FALSE 43 1 6 TRUE 61
"16962" 4 21 4 TRUE TRUE TRUE TRUE 2 0 2 TRUE 61
"16963" 2 27 1 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"16964" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16965" 3 22 3 TRUE TRUE TRUE TRUE 3 0 0 TRUE 61
"16966" 20 65 20 TRUE TRUE TRUE TRUE 17 0 3 TRUE 61
"16967" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16968" 51 114 51 FALSE TRUE FALSE FALSE 41 2 8 TRUE 61
"16969" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16970" 2 14 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"16971" 0 19 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16972" 5 30 5 TRUE TRUE TRUE TRUE 4 0 1 TRUE 61
"16973" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16974" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16975" 1 8 1 TRUE TRUE TRUE FALSE 0 0 1 TRUE 61
"16976" 6 37 6 TRUE TRUE TRUE TRUE 6 0 0 TRUE 61
"16977" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16978" 53 121 53 FALSE TRUE FALSE FALSE 44 0 9 TRUE 61
"16979" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16980" 31 83 31 FALSE TRUE TRUE FALSE 25 0 6 TRUE 61
"16981" 27 71 27 FALSE TRUE TRUE FALSE 20 0 7 TRUE 61
"16982" 4 30 4 TRUE TRUE TRUE TRUE 4 0 0 TRUE 61
"16983" 5 31 5 TRUE TRUE TRUE TRUE 4 0 1 TRUE 61
"16984" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16985" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16986" 2 6 2 TRUE TRUE TRUE FALSE 0 0 2 TRUE 61
"16987" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16988" 4 18 4 FALSE TRUE TRUE FALSE 1 0 3 TRUE 61
"16989" 11 45 11 FALSE TRUE FALSE FALSE 5 2 4 TRUE 61
"16990" 9 38 9 TRUE TRUE TRUE TRUE 8 0 1 TRUE 61
"16991" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16992" 6 26 6 FALSE TRUE FALSE FALSE 5 0 1 TRUE 61
"16993" 5 14 5 TRUE TRUE TRUE FALSE 4 0 1 TRUE 61
"16994" 72 138 72 FALSE TRUE FALSE FALSE 60 0 12 TRUE 61
"16995" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16996" 2 17 2 TRUE TRUE TRUE TRUE 0 1 1 TRUE 61
"16997" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"16998" 6 32 6 TRUE TRUE TRUE TRUE 5 0 1 TRUE 61
"16999" 7 20 7 TRUE TRUE TRUE TRUE 6 0 1 TRUE 61
"17000" 274 392 274 FALSE TRUE FALSE FALSE 244 0 30 TRUE 61
"17001" 0 18 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17002" 9 30 9 FALSE TRUE TRUE FALSE 7 0 2 TRUE 61
"17003" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17004" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17005" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17006" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17007" 3 23 3 TRUE TRUE TRUE TRUE 2 0 1 TRUE 61
"17008" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17009" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17010" 2 8 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17011" 5 29 5 TRUE TRUE TRUE TRUE 3 0 2 TRUE 61
"17012" 2 13 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"17013" 4 9 4 FALSE TRUE TRUE FALSE 0 0 4 TRUE 61
"17014" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17015" 5 32 5 TRUE TRUE TRUE TRUE 3 0 2 TRUE 61
"17016" 25 62 25 FALSE TRUE FALSE FALSE 17 2 6 TRUE 61
"17017" 4 17 4 TRUE TRUE TRUE TRUE 2 0 2 TRUE 61
"17018" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17019" 2 9 1 TRUE TRUE TRUE TRUE 0 0 2 TRUE 61
"17020" 3 13 2 FALSE TRUE TRUE FALSE 0 2 1 TRUE 61
"17021" 1 10 1 TRUE TRUE TRUE TRUE 0 1 0 TRUE 61
"17022" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17023" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17024" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17025" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17026" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17027" 3 17 3 TRUE TRUE TRUE TRUE 3 0 0 TRUE 61
"17028" 868 1025 868 FALSE TRUE FALSE FALSE 801 1 66 TRUE 61
"17029" 14 45 14 FALSE TRUE TRUE FALSE 12 1 1 TRUE 61
"17030" 1 6 1 TRUE TRUE TRUE FALSE 0 1 0 TRUE 61
"17031" 51 119 51 FALSE TRUE FALSE FALSE 42 2 7 TRUE 61
"17032" 26 69 26 TRUE TRUE TRUE TRUE 20 0 6 TRUE 61
"17033" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17034" 1 11 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17035" 1 13 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17036" 23 63 23 FALSE TRUE FALSE FALSE 17 0 6 TRUE 61
"17037" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17038" 7 27 7 TRUE TRUE TRUE TRUE 3 2 2 TRUE 61
"17039" 1 14 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17040" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17041" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17042" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17043" 29 77 29 FALSE TRUE FALSE FALSE 14 2 13 TRUE 61
"17044" 29 73 29 FALSE TRUE TRUE FALSE 24 1 4 TRUE 61
"17045" 1 6 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17046" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17047" 1 7 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17048" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17049" 4 23 4 FALSE TRUE TRUE FALSE 2 0 2 TRUE 61
"17050" 2 20 2 FALSE TRUE FALSE FALSE 1 0 1 TRUE 61
"17051" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17052" 1 19 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17053" 2 17 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"17054" 7 33 7 TRUE TRUE TRUE TRUE 6 0 1 TRUE 61
"17055" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17056" 5 32 5 FALSE TRUE TRUE FALSE 3 0 2 TRUE 61
"17057" 1 8 1 TRUE TRUE TRUE FALSE 0 0 1 TRUE 61
"17058" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17059" 91 158 91 FALSE TRUE TRUE FALSE 71 0 20 TRUE 61
"17060" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17061" 59 114 59 FALSE TRUE FALSE FALSE 50 0 9 TRUE 61
"17062" 61 131 61 FALSE TRUE FALSE FALSE 54 0 7 TRUE 61
"17063" 3 17 3 FALSE TRUE TRUE FALSE 1 0 2 TRUE 61
"17064" 3 17 2 TRUE TRUE TRUE FALSE 1 0 2 TRUE 61
"17065" 59 128 59 FALSE TRUE TRUE FALSE 50 1 8 TRUE 61
"17066" 1 20 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17067" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17068" 11 42 11 FALSE TRUE TRUE FALSE 9 0 2 TRUE 61
"17069" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17070" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17071" 2 24 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"17072" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17073" 51 115 51 FALSE TRUE FALSE FALSE 44 0 7 TRUE 61
"17074" 3 12 2 TRUE TRUE TRUE FALSE 2 0 1 TRUE 61
"17075" 60 111 60 FALSE TRUE FALSE FALSE 45 0 15 TRUE 61
"17076" 0 8 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17077" 2 16 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"17078" 1 18 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17079" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17080" 34 88 34 FALSE TRUE FALSE FALSE 28 1 5 TRUE 61
"17081" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17082" 1 5 1 TRUE TRUE TRUE FALSE 0 1 0 TRUE 61
"17083" 64 128 64 FALSE TRUE FALSE FALSE 54 0 10 TRUE 61
"17084" 9 30 9 FALSE TRUE FALSE FALSE 3 1 5 TRUE 61
"17085" 67 130 67 FALSE TRUE FALSE FALSE 56 2 9 TRUE 61
"17086" 37 84 37 FALSE TRUE TRUE FALSE 26 3 8 TRUE 61
"17087" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17088" 32 76 32 FALSE TRUE FALSE FALSE 25 1 6 TRUE 61
"17089" 2 21 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17090" 1 16 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17091" 7 36 6 TRUE TRUE TRUE TRUE 5 1 1 TRUE 61
"17092" 63 134 63 FALSE TRUE TRUE FALSE 48 1 14 TRUE 61
"17093" 15 54 15 TRUE TRUE TRUE FALSE 13 0 2 TRUE 61
"17094" 1 11 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17095" 50 122 50 FALSE TRUE TRUE FALSE 41 0 9 TRUE 61
"17096" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17097" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17098" 20 57 19 FALSE TRUE FALSE FALSE 16 0 4 TRUE 61
"17099" 256 355 256 FALSE TRUE FALSE FALSE 232 1 23 TRUE 61
"17100" 10 55 9 TRUE TRUE TRUE TRUE 9 0 1 TRUE 61
"17101" 35 98 34 FALSE TRUE FALSE FALSE 30 0 5 TRUE 61
"17102" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17103" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17104" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17105" 78 147 78 FALSE TRUE FALSE FALSE 65 1 12 TRUE 61
"17106" 12 37 12 TRUE TRUE TRUE FALSE 10 0 2 TRUE 61
"17107" 5 30 5 FALSE TRUE TRUE FALSE 3 0 2 TRUE 61
"17108" 2 12 1 FALSE TRUE TRUE FALSE 1 1 0 TRUE 61
"17109" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17110" 28 73 28 FALSE TRUE TRUE FALSE 22 2 4 TRUE 61
"17111" 30 85 29 TRUE TRUE TRUE TRUE 28 0 2 TRUE 61
"17112" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17113" 2 14 2 TRUE TRUE TRUE TRUE 1 0 1 TRUE 61
"17114" 10 35 10 FALSE TRUE TRUE FALSE 5 0 5 TRUE 61
"17115" 10 53 10 TRUE TRUE TRUE TRUE 10 0 0 TRUE 61
"17116" 0 2 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17117" 115 202 115 FALSE TRUE FALSE FALSE 102 1 12 TRUE 61
"17118" 2 16 2 FALSE TRUE TRUE FALSE 0 0 2 TRUE 61
"17119" 41 99 41 FALSE TRUE FALSE FALSE 33 0 8 TRUE 61
"17120" 0 14 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17121" 1 10 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17122" 1 16 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17123" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17124" 4 31 4 TRUE TRUE TRUE TRUE 4 0 0 TRUE 61
"17125" 6 25 6 FALSE TRUE FALSE FALSE 2 0 4 TRUE 61
"17126" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17127" 29 66 29 FALSE TRUE FALSE FALSE 26 0 3 TRUE 61
"17128" 9 36 8 FALSE TRUE TRUE FALSE 3 1 5 TRUE 61
"17129" 99 164 99 FALSE TRUE FALSE FALSE 80 0 19 TRUE 61
"17130" 115 193 115 FALSE TRUE FALSE FALSE 102 1 12 TRUE 61
"17131" 0 6 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17132" 3 15 2 TRUE TRUE TRUE FALSE 1 0 2 TRUE 61
"17133" 1 16 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17134" 11 48 11 TRUE TRUE TRUE TRUE 9 0 2 TRUE 61
"17135" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17136" 0 21 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17137" 6 21 6 TRUE TRUE TRUE TRUE 4 0 2 TRUE 61
"17138" 1 19 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17139" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17140" 0 20 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17141" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17142" 122 199 122 FALSE TRUE FALSE FALSE 102 5 15 TRUE 61
"17143" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17144" 24 68 23 FALSE TRUE FALSE FALSE 14 2 8 TRUE 61
"17145" 222 307 222 FALSE FALSE FALSE FALSE 198 3 21 TRUE 61
"17146" 4 28 4 TRUE TRUE TRUE TRUE 4 0 0 TRUE 61
"17147" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17148" 24 93 24 FALSE TRUE FALSE FALSE 18 1 5 TRUE 61
"17149" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17150" 5 16 5 TRUE TRUE TRUE TRUE 3 0 2 TRUE 61
"17151" 1 15 1 TRUE TRUE TRUE FALSE 0 1 0 TRUE 61
"17152" 10 43 10 TRUE TRUE TRUE FALSE 8 0 2 TRUE 61
"17153" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17154" 4317 4559 4317 FALSE TRUE FALSE FALSE 4232 2 83 TRUE 61
"17155" 16 50 16 FALSE TRUE FALSE FALSE 12 1 3 TRUE 61
"17156" 5 20 4 FALSE TRUE FALSE FALSE 1 1 3 TRUE 61
"17157" 3 25 3 TRUE TRUE TRUE TRUE 0 1 2 TRUE 61
"17158" 173 256 173 FALSE TRUE FALSE FALSE 150 5 18 TRUE 61
"17159" 54 100 54 FALSE TRUE FALSE FALSE 35 3 16 TRUE 61
"17160" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17161" 22 72 22 FALSE TRUE TRUE FALSE 17 0 5 TRUE 61
"17162" 1 12 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17163" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17164" 5 30 5 TRUE TRUE TRUE TRUE 4 0 1 TRUE 61
"17165" 3 24 3 TRUE TRUE TRUE TRUE 3 0 0 TRUE 61
"17166" 37 91 37 FALSE TRUE FALSE FALSE 27 0 10 TRUE 61
"17167" 2 12 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17168" 2 14 2 TRUE TRUE TRUE TRUE 1 1 0 TRUE 61
"17169" 70 134 70 FALSE TRUE TRUE FALSE 55 1 14 TRUE 61
"17170" 0 7 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17171" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17172" 0 10 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17173" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17174" 6 42 6 TRUE TRUE TRUE TRUE 5 0 1 TRUE 61
"17175" 9 32 8 TRUE TRUE TRUE FALSE 8 0 1 TRUE 61
"17176" 13 37 13 FALSE TRUE FALSE FALSE 7 1 5 TRUE 61
"17177" 38 88 38 FALSE TRUE FALSE FALSE 26 0 12 TRUE 61
"17178" 9 29 9 TRUE TRUE TRUE TRUE 5 2 2 TRUE 61
"17179" 1 14 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17180" 74 140 74 FALSE TRUE FALSE FALSE 63 0 11 TRUE 61
"17181" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17182" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17183" 55 120 55 FALSE TRUE FALSE FALSE 45 1 9 TRUE 61
"17184" 0 16 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17185" 417 548 417 FALSE TRUE FALSE FALSE 390 0 27 TRUE 61
"17186" 99 176 99 FALSE TRUE TRUE FALSE 85 1 13 TRUE 61
"17187" 1 8 1 TRUE TRUE TRUE FALSE 0 0 1 TRUE 61
"17188" 0 9 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17189" 0 3 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17190" 1 11 1 TRUE TRUE TRUE FALSE 0 1 0 TRUE 61
"17191" 1 9 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17192" 0 11 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17193" 10 45 7 FALSE TRUE TRUE FALSE 7 1 2 TRUE 61
"17194" 4 20 4 TRUE TRUE TRUE FALSE 2 0 2 TRUE 61
"17195" 6 32 6 TRUE TRUE TRUE FALSE 4 0 2 TRUE 61
"17196" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17197" 0 13 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17198" 1 6 1 TRUE TRUE TRUE TRUE 1 0 0 TRUE 61
"17199" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17200" 4 28 4 TRUE TRUE TRUE TRUE 2 1 1 TRUE 61
"17201" 0 4 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17202" 12 49 12 FALSE TRUE FALSE FALSE 11 0 1 TRUE 61
"17203" 16 45 16 FALSE TRUE FALSE FALSE 9 0 7 TRUE 61
"17204" 0 12 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17205" 0 1 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17206" 2 23 1 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17207" 7 34 6 TRUE TRUE TRUE TRUE 5 0 2 TRUE 61
"17208" 8 32 8 TRUE TRUE TRUE TRUE 8 0 0 TRUE 61
"17209" 6 25 6 TRUE TRUE TRUE TRUE 6 0 0 TRUE 61
"17210" 172 282 172 FALSE TRUE FALSE FALSE 154 1 17 TRUE 61
"17211" 87 159 87 FALSE TRUE TRUE FALSE 76 2 9 TRUE 61
"17212" 1 7 1 TRUE TRUE TRUE TRUE 0 0 1 TRUE 61
"17213" 2 14 2 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17214" 7 46 7 TRUE TRUE TRUE TRUE 7 0 0 TRUE 61
"17215" 0 5 0 TRUE TRUE TRUE TRUE NA NA NA TRUE 61
"17216" 157 255 157 FALSE TRUE FALSE FALSE 134 2 21 TRUE 61
"17217" 4 19 2 TRUE TRUE TRUE FALSE 3 1 0 TRUE 61
"17218" 2 19 1 TRUE TRUE TRUE TRUE 2 0 0 TRUE 61
"17219" 15 57 15 FALSE TRUE FALSE FALSE 11 0 4 TRUE 61
"17220" 27 68 27 FALSE TRUE FALSE FALSE 21 0 6 TRUE 61
"17221" 1 10 1 TRUE TRUE TRUE FALSE 0 0 1 TRUE 61
